재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기	전기	전전기	
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_OtherNonfinancialAssets	         기타자산	39,995,983,639	53,662,241,234	55,504,300,223
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_PropertyPlantAndEquipment	         유형자산	40,096,444,901	33,409,551,008	22,803,202,755
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_Equity	            자본총계	1,462,245,556,783	1,375,256,949,412	1,309,148,219,315
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_EquityAttributableToOwnersOfParent	            지배주주지분	1,461,746,493,737	1,374,793,689,980	1,308,752,502,798
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	dart_ElementsOfOtherStockholdersEquity	               기타자본구성요소	-15,147,640,884	-15,688,443,022	-17,595,688,163
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_AdditionalPaidinCapital	               기타불입자본	222,187,524,824	222,187,524,824	217,579,185,424
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_IssuedCapital	               자본금	311,750,000,000	311,750,000,000	311,750,000,000
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_RetainedEarnings	               이익잉여금	942,956,609,797	856,544,608,178	797,019,005,537
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_NoncontrollingInterests	            비지배지분	499,063,046	463,259,432	395,716,517
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_EquityAndLiabilities	         자본과부채총계	10,502,095,326,020	10,012,942,720,058	8,972,818,058,364
